id_hex,id_imovel,titulo,url,preco,descricao,quartos,suites,banheiros,vagas,area,bairro,imagem,imagens,imobiliaria,data_extracao
fcc0104c74c7,dfimoveis_1345706,"CLNW 10/11, NOROESTE, BRASILIA",/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-1345706,3200,"VILLA128097 - Última atualização: 29/08/26 23:31

Apartamento Noroeste | 1 Quarto | Reformado | 1 Vaga de Garagem

Excel... 01/05/26",1 Quarto,1 Suíte,N/A,1 Vaga,33 m²,Noroeste,https://img.dfimoveis.com.br/fotos/1345706/30632c0b9d45418033d5b36387f5b0eb.webp,['https://img.dfimoveis.com.br/fotos/1345706/30632c0b9d45418033d5b36387f5b0eb.webp'],Kojima Imóveis,2026-08-30T15:03:19.434093
b9da13416321,dfimoveis_1401609,"SIG Quadra 4, SIG, BRASILIA",/imovel/sala-0-quartos-aluguel-sig-brasilia-df-sig-quadra-4-1401609,44000,"VILLA153573 - Última atualização: 29/08/26 23:31
Capital Financial Center | Sala Corporativa de Alto Padrão com 314 m² |... 23/07/26",N/A,N/A,N/A,2 Vagas,314 m²,Outro,https://img.dfimoveis.com.br/fotos/1401609/7dc460396574905ca94d38cbca874db8.webp,['https://img.dfimoveis.com.br/fotos/1401609/7dc460396574905ca94d38cbca874db8.webp'],Kojima Imóveis,2026-08-30T15:03:19.436524
83c135aa92a9,dfimoveis_1257710,"SHS Quadra 4, ASA SUL, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-sul-brasilia-df-shs-quadra-4-1257710,40000,"Esta sala no subsolo é um empreendimento de 405,00m² em contrapiso, depósito e elevadores de acesso, pronta para receber... 07/11/25",N/A,N/A,N/A,4 Vagas,405 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1257710/1a10462028860960b6414a44a39d6a78.webp,['https://img.dfimoveis.com.br/fotos/1257710/1a10462028860960b6414a44a39d6a78.webp'],Realiza Corretora de Seguros e Imóveis,2026-08-30T15:03:19.438806
54da4e84bb89,dfimoveis_1370581,"Rua 27, NORTE, AGUAS CLARAS",/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-rua-27-1370581,6300,"Square Garden | 112 m² | Planta de 3 quartos sendo 2 Quartos + escritório (2 Suítes) | 2 Vagas Soltas | Prédio Moderno

... 18/06/26",3 Quartos,2 Suítes,N/A,2 Vagas,112 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1370581/18c3b98d447e214982fea1224eae354a.webp,['https://img.dfimoveis.com.br/fotos/1370581/18c3b98d447e214982fea1224eae354a.webp'],My House - Vendas,2026-08-30T15:03:19.443860
fdb92b99e8a3,dfimoveis_1376620,"SQS 206 Bloco H, ASA SUL, BRASILIA",/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-206-bloco-h-1376620,12000,"Apartamento vazado,  todo reformado, espaços amplos, muita luz natural, em uma localização excelente no coração da Asa S... 01/07/26",3 Quartos,1 Suíte,N/A,1 Vaga,170 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1376620/e59271746ea622e9b77a5cbb0b2c2fdc.webp,['https://img.dfimoveis.com.br/fotos/1376620/e59271746ea622e9b77a5cbb0b2c2fdc.webp'],Bei Haus Imoveis,2026-08-30T15:03:19.446929
66c87cd16a9b,dfimoveis_1413250,"SGCV, PARK SUL, BRASILIA",/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-sgcv-1413250,6500,"Excelente apartamento para locação no Villaggio Park Sul, com ambientes amplos, funcionais e bem distribuídos. O imóvel ... 17/08/26",3 Quartos,1 Suíte,N/A,2 Vagas,76 m²,Park Sul,https://img.dfimoveis.com.br/fotos/1413250/74c9086ae4ea4222ac167abaa5b58d2b.webp,['https://img.dfimoveis.com.br/fotos/1413250/74c9086ae4ea4222ac167abaa5b58d2b.webp'],Êxito Netimóveis,2026-08-30T15:03:19.450419
38df73829f8d,dfimoveis_1410566,"Quadra 101, NORTE, AGUAS CLARAS",/imovel/apartamento-2-quartos-aluguel-norte-aguas-claras-df-quadra-101-1410566,4300,"Se você procura um apartamento duplex para alugar em Águas Claras, com amplo espaço, lazer privativo e excelente localiz... 12/08/26",2 Quartos,1 Suíte,N/A,2 Vagas,126 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1410566/b7adf9c0eee796afbb87a372d9a38a09.webp,['https://img.dfimoveis.com.br/fotos/1410566/b7adf9c0eee796afbb87a372d9a38a09.webp'],Paulo Duarte Imóveis,2026-08-30T15:03:19.452840
ffae7b95dc28,dfimoveis_1399514,"Quadra 6 Lote C, JARDIM BOTANICO, BRASILIA",/imovel/loja-0-quartos-aluguel-jardim-botanico-brasilia-df-quadra-6-lote-c-1399514,8046,O Leben 225 foi idealizado para atender profissionais da área da saúde e investidores que buscam um empreendimento moder... 18/07/26,N/A,N/A,N/A,N/A,28 m²,Jardim Botânico,https://img.dfimoveis.com.br/fotos/1399514/857727abd3b80c33667dcda0bc3ae6c9.webp,['https://img.dfimoveis.com.br/fotos/1399514/857727abd3b80c33667dcda0bc3ae6c9.webp'],Acontece Imobiliária,2026-08-30T15:03:19.455276
b973d663ae5d,dfimoveis_1171485,"SBS Quadra 2, ASA SUL, BRASILIA",/imovel/loja-0-quartos-aluguel-asa-sul-brasilia-df-sbs-quadra-2-1171485,67148,"Loja térrea com 336 m² de área útil, localizada em ponto estratégico da Asa Sul, no Setor Bancário Sul — uma das regiões... 28/05/25",N/A,N/A,N/A,N/A,336 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1171485/d3d33fd3df77528fc42e83f2b8eb14b4.webp,['https://img.dfimoveis.com.br/fotos/1171485/d3d33fd3df77528fc42e83f2b8eb14b4.webp'],Grupo Carlton,2026-08-30T15:03:19.457943
77dd9e99f924,dfimoveis_1417499,"CRNW 510 Bloco A Lote 4, NOROESTE, BRASILIA",/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-4-1417499,4100,"CRNW 510, bloco A lotes, 4 e 5, Ed. Studios Copenhague, cep.70-688-140

Kit completa 

*Eletrodomésticos*

Geladeira
Fog... 24/08/26",1 Quarto,1 Suíte,N/A,N/A,40 m²,Noroeste,https://img.dfimoveis.com.br/fotos/1417499/ea673349351b89ec34b4aa77c9826219.webp,['https://img.dfimoveis.com.br/fotos/1417499/ea673349351b89ec34b4aa77c9826219.webp'],Avanti Imob,2026-08-30T15:03:19.460866
3a00839bf7e7,dfimoveis_1420559,"Condomínio Mini Chacáras do Lago Sul, JARDIM BOTANICO, BRASILIA",/imovel/casa-condominio-3-quartos-aluguel-jardim-botanico-brasilia-df-condominio-mini-chacaras-do-lago-sul-1420559,7500,"Descubra seu novo lar no Condomínio Mini Chacáras do Lago Sul, localizado no Jardim Botânico, Brasília. Uma casa confort... 30/08/26",3 Quartos,1 Suíte,N/A,2 Vagas,200 m²,Lago Sul,https://img.dfimoveis.com.br/fotos/1420559/44e5c328f23e8da3618a47acc8a2f974.webp,['https://img.dfimoveis.com.br/fotos/1420559/44e5c328f23e8da3618a47acc8a2f974.webp'],SOLARES IMOBILIARIA DIGITAL,2026-08-30T15:03:31.596978
2131b5e966cb,dfimoveis_1317646,"SBS Quadra 2, ASA SUL, BRASILIA",/imovel/loja-0-quartos-aluguel-asa-sul-brasilia-df-sbs-quadra-2-1317646,19382,Excelente oportunidade para instalar o seu negócio no coração do Setor Bancário Sul. Esta loja térrea oferece 97 m² de á... 11/03/26,N/A,N/A,N/A,N/A,97 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1317646/2b14c582e5dce5e8bcb381e4aaa2b416.webp,['https://img.dfimoveis.com.br/fotos/1317646/2b14c582e5dce5e8bcb381e4aaa2b416.webp'],Grupo Carlton,2026-08-30T15:03:31.600216
7f10bdfb0930,dfimoveis_1398668,"SGCV Lote 13, PARK SUL, BRASILIA",/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-1398668,4500,"Localizado em um condomínio de alto padrão, próximo ao Park Shopping, no Park Sul, este duplex recém reformado e totalme... 17/07/26",1 Quarto,1 Suíte,N/A,1 Vaga,60 m²,Park Sul,https://img.dfimoveis.com.br/fotos/1398668/e8e6c5227be5871a94ea51ac8bf069fd.webp,['https://img.dfimoveis.com.br/fotos/1398668/e8e6c5227be5871a94ea51ac8bf069fd.webp'],Beiramar Imóveis,2026-08-30T15:03:31.603955
2cac4d2611fc,dfimoveis_1400669,"SQNW 302 Bloco D, NOROESTE, BRASILIA",/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-302-bloco-d-1400669,10500,"Kontá Imóveis: Perto do que importa, perto de você!

PRIMEIRA LOCAÇÃO!

DIA e HORÁRIO para agendamento das visitas: segu... 21/07/26",2 Quartos,2 Suítes,N/A,3 Vagas,148 m²,Noroeste,https://img.dfimoveis.com.br/fotos/1400669/599e4980690045f3fd966b7af3b6e608.webp,['https://img.dfimoveis.com.br/fotos/1400669/599e4980690045f3fd966b7af3b6e608.webp'],Kontá Imóveis ,2026-08-30T15:03:31.607886
1101e54d83b8,dfimoveis_1353937,"Rua COPAIBA, NORTE, AGUAS CLARAS",/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-copaiba-1353937,3200,"NEVES TEIXEIRA IMÓVEIS ALUGA: 

Espetacular apartamento nascente, andar alto, totalmente reformado e mobiliado, todo em ... 16/05/26",1 Quarto,N/A,N/A,1 Vaga,43 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1353937/5d09c393ec9c4f7fe2fb2b6a0436f69b.webp,['https://img.dfimoveis.com.br/fotos/1353937/5d09c393ec9c4f7fe2fb2b6a0436f69b.webp'],Neves Teixeira Imóveis,2026-08-30T15:03:31.611647
072c463bd566,dfimoveis_1414227,"SCEN Trecho 1, ASA NORTE, BRASILIA",/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scen-trecho-1-1414227,6600,"Apartamento Mobiliado de Alto Padrão com Vista para o Lago | SCEN Trecho 01  Asa Norte
Imagine morar em um dos endereços... 19/08/26",2 Quartos,1 Suíte,N/A,2 Vagas,72 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1414227/b04baa7cba38e2fb718b376cad9ae5dd.webp,['https://img.dfimoveis.com.br/fotos/1414227/b04baa7cba38e2fb718b376cad9ae5dd.webp'],Paulo Alencar Imóveis,2026-08-30T15:03:31.616018
8c6025d9f131,dfimoveis_1374784,"Condomínio Jardim Botânico I, JARDIM BOTANICO, BRASILIA",/imovel/galpo-0-quartos-aluguel-jardim-botanico-brasilia-df-condominio-jardim-botanico-i-1374784,25200,"Invista no Primeiro Life Center de Alto Padrão do Jardim Botânico III Salas e Lojas Comerciais 

Imagens meramente ilust... 27/06/26",N/A,N/A,N/A,N/A,336 m²,Jardim Botânico,https://img.dfimoveis.com.br/fotos/1374784/94acf4ce18eddc603056afad8b3fb191.webp,['https://img.dfimoveis.com.br/fotos/1374784/94acf4ce18eddc603056afad8b3fb191.webp'],Perazzo Imóveis,2026-08-30T15:03:31.619635
95ed6b1dfef6,dfimoveis_1375780,"SBS Quadra 2, ASA SUL, BRASILIA",/imovel/prdio-0-quartos-aluguel-asa-sul-brasilia-df-sbs-quadra-2-1375780,109912,"Loja e sobreloja Comercial de 689m² para locação no Carlton Tower, na SBS Quadra 2, ASA SUL, Brasília. Uma oportunidade ... 01/07/26",N/A,N/A,N/A,N/A,689 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1375780/d3d33fd3df77528fc42e83f2b8eb14b4.webp,['https://img.dfimoveis.com.br/fotos/1375780/d3d33fd3df77528fc42e83f2b8eb14b4.webp'],Grupo Carlton,2026-08-30T15:03:31.622540
93da0998de4e,dfimoveis_1405656,"SHIS QI 25 Conjunto 10, LAGO SUL, BRASILIA",/imovel/casa-4-quartos-aluguel-lago-sul-brasilia-df-shis-qi-25-conjunto-10-1405656,15000,Apresente-se ao conforto e praticidade de morar em uma BELA CASA MOBILIADA PRONTA PARA EMBAIXADA OU ESCRITÓRIO pertinho ... 01/08/26,6 Quartos,2 Suítes,N/A,5 Vagas,770 m²,Lago Sul,https://img.dfimoveis.com.br/fotos/1405656/804a3be53b43497297eee136d9c90c19.webp,['https://img.dfimoveis.com.br/fotos/1405656/804a3be53b43497297eee136d9c90c19.webp'],Paulo Almeida,2026-08-30T15:03:31.625357
817df9faf048,dfimoveis_1397398,"QE 28 Conjunto N, GUARA II, GUARA",/imovel/casa-4-quartos-aluguel-guara-ii-guara-df-qe-28-conjunto-n-1397398,6000,"Urbanic Imóveis aluga


Aqui tudo é rápido e sem burocracia Aprovação mediante a análise de cadastro 
 Pensando em sua c... 16/07/26",5 Quartos,2 Suítes,N/A,2 Vagas,188 m²,Guará,https://img.dfimoveis.com.br/fotos/1397398/70572007c75981a2e3a34ca2b534775f.webp,['https://img.dfimoveis.com.br/fotos/1397398/70572007c75981a2e3a34ca2b534775f.webp'],Urbanic Imóveis,2026-08-30T15:03:31.628820
a71bd5affaba,dfimoveis_1307688,"SHIS QI 17 Conjunto 12, LAGO SUL, BRASILIA",/imovel/casa-1-quarto-aluguel-lago-sul-brasilia-df-shis-qi-17-conjunto-12-1307688,35000,"Casa com layout pronto, funcional, ideal para profissionais liberais, advogados, arquitetos, designers, pequenas empresa... 22/02/26",1 Quarto,N/A,N/A,5 Vagas,700 m²,Lago Sul,https://img.dfimoveis.com.br/fotos/1307688/d84db906a67011843d8d581efc38e941.webp,['https://img.dfimoveis.com.br/fotos/1307688/d84db906a67011843d8d581efc38e941.webp'],Bei Haus Imoveis,2026-08-30T15:03:31.631556
084a34e58c9e,dfimoveis_1352598,"SEPN 516 Bloco E, ASA NORTE, BRASILIA",/imovel/prdio-0-quartos-aluguel-asa-norte-brasilia-df-sepn-516-bloco-e-1352598,72530,"Excelente Sala Comercial com 1.611m² em ótima localização na Asa Norte
Espaço amplo e versátil com vão livre, ideal para... 14/05/26",N/A,N/A,N/A,N/A,1455 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1352598/0bb7e46e470f666c494bee27077f6fdf.webp,['https://img.dfimoveis.com.br/fotos/1352598/0bb7e46e470f666c494bee27077f6fdf.webp'],Grupo Carlton,2026-08-30T15:03:31.634442
437aeeb016ba,dfimoveis_1302541,"QNA 2, TAGUATINGA NORTE, TAGUATINGA",/imovel/prdio-0-quartos-aluguel-taguatinga-norte-taguatinga-df-qna-2-1302541,39000,"PRÉDIO INTEIRO  4 ANDARES COM COBERTURA  . Oportunidade de aluguel de imóvel comercial na QNA 2, Taguatinga Norte, DF. S... 11/02/26",N/A,N/A,N/A,N/A,1260 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1302541/65332632c615c1c8f3c6677e51a1c74c.webp,['https://img.dfimoveis.com.br/fotos/1302541/65332632c615c1c8f3c6677e51a1c74c.webp'],GerciliOOliveira Transações Imobiliárias,2026-08-30T15:03:31.637742
c4e4dba21cb4,dfimoveis_844949,"SBS Quadra 2, ASA SUL, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-sul-brasilia-df-sbs-quadra-2-844949,27600,"Sala comercial ampla com 230m² em vão livre, pronta para receber seu negócio no Carlton Tower, edifício corporativo de a... 28/09/23",N/A,N/A,N/A,N/A,227 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/844949/cc1e6c7e9594cde765e81cbc7a5b7df6.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/844949/cc1e6c7e9594cde765e81cbc7a5b7df6.jpg?format=webp'],Grupo Carlton,2026-08-30T15:03:31.640376
1d2fa55646c2,dfimoveis_1376893,"Quadra 6 Lote C, JARDIM BOTANICO, BRASILIA",/imovel/sala-0-quartos-aluguel-jardim-botanico-brasilia-df-quadra-6-lote-c-1376893,2296,"LEBEN 225 – EXPERIENCE LIFE CENTER

O novo endereço da saúde, bem-estar e conveniência no Jardim Botânico!

Chegou ao Ja... 02/07/26",N/A,N/A,N/A,N/A,28 m²,Jardim Botânico,https://img.dfimoveis.com.br/fotos/1376893/f1b6702d1c7027fcea6fe65d96f8bebb.webp,['https://img.dfimoveis.com.br/fotos/1376893/f1b6702d1c7027fcea6fe65d96f8bebb.webp'],Park Sul Netimóveis,2026-08-30T15:03:31.644569
df0605f8762d,dfimoveis_1371433,"SHIS QI 5, LAGO SUL, BRASILIA",/imovel/casa-4-quartos-aluguel-lago-sul-brasilia-df-shis-qi-5-1371433,70000,"VILLA153070 - Última atualização: 29/08/26 23:32
Eliane Amaral | Vende

Residência Exclusiva com Obra de Athos Bulcão  S... 20/06/26",6 Quartos,6 Suítes,N/A,3 Vagas,893 m²,Lago Sul,https://img.dfimoveis.com.br/fotos/1371433/75e86278a895891940961d27d20b5729.webp,['https://img.dfimoveis.com.br/fotos/1371433/75e86278a895891940961d27d20b5729.webp'],EXCELLENCE NEGÓCIOS IMOBILIÁRIOS,2026-08-30T15:03:31.648673
1c3b4a0126ba,dfimoveis_1187488,"Setor D Sul, TAGUATINGA SUL, TAGUATINGA",/imovel/prdio-0-quartos-aluguel-taguatinga-sul-taguatinga-df-setor-d-sul-1187488,160000,"QSD - Prédio Comercial em frente ao Taguatinga Shopping - Pistão Sul - Taguatinga DF


Oportunidade de espaço ideal para... 25/06/25",N/A,N/A,N/A,N/A,3735 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1187488/ba1b4b9c514f87629c04d8eb99491b09.webp,['https://img.dfimoveis.com.br/fotos/1187488/ba1b4b9c514f87629c04d8eb99491b09.webp'],Coemi Imóveis ,2026-08-30T15:03:31.651084
300dc242e5fa,dfimoveis_1162376,"SHCGN 708 Bloco B, ASA NORTE, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-norte-brasilia-df-shcgn-708-bloco-b-1162376,950,"TH15609 - SHCGN 708/709, Oportunidade Andar corporativo com 400m². 

Temos uma condição especial para o imóvel:

? Valor... 13/05/25",N/A,N/A,N/A,N/A,400 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1162376/7704948a4b86bb8d64a740129eb867d9.webp,['https://img.dfimoveis.com.br/fotos/1162376/7704948a4b86bb8d64a740129eb867d9.webp'],Thaís Imobiliária,2026-08-30T15:03:31.653427
7b91bab0db54,dfimoveis_137211,"SEPS 714/914, ASA SUL, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-sul-brasilia-df-seps-714-914-137211,1200,"Alugamos ótima Sala (excelente para consultórios), no SEP/Sul, EQ 714/914 - Ed. Porto Alegre, composta de:
- Recepção co... 27/04/19",N/A,N/A,N/A,N/A,35 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/137211/2806a6fcbce940d80cf403f2d974a170.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/137211/2806a6fcbce940d80cf403f2d974a170.jpg?format=webp'],Correta Imobiliária,2026-08-30T15:03:31.655689
b4792dd85f0e,dfimoveis_1349496,"SBS Quadra 2, ASA SUL, BRASILIA",/imovel/prdio-0-quartos-aluguel-asa-sul-brasilia-df-sbs-quadra-2-1349496,28066,"Apresentamos uma ampla loja térrea com 140 m² de área útil, ideal para receber diferentes tipos de negócios. O espaço co... 08/05/26",N/A,N/A,N/A,N/A,140 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1349496/7d37f6672815f4ba3eb2eddd8a1bad32.webp,['https://img.dfimoveis.com.br/fotos/1349496/7d37f6672815f4ba3eb2eddd8a1bad32.webp'],Grupo Carlton,2026-08-30T15:03:31.658386
84027c78e9aa,dfimoveis_1374780,"Condomínio Jardim Botânico I, JARDIM BOTANICO, BRASILIA",/imovel/galpo-0-quartos-aluguel-jardim-botanico-brasilia-df-condominio-jardim-botanico-i-1374780,52800,"Invista no Primeiro Life Center de Alto Padrão do Jardim Botânico III Lojas e Salas Comerciais 

Imagens meramente ilust... 27/06/26",N/A,N/A,N/A,N/A,440 m²,Jardim Botânico,https://img.dfimoveis.com.br/fotos/1374780/e124ba33b1205bd97f157a801cf364da.webp,['https://img.dfimoveis.com.br/fotos/1374780/e124ba33b1205bd97f157a801cf364da.webp'],Perazzo Imóveis,2026-08-30T15:03:31.662646
5a20281d74ce,dfimoveis_1352586,"SEPN 516 Bloco E, ASA NORTE, BRASILIA",/imovel/prdio-0-quartos-aluguel-asa-norte-brasilia-df-sepn-516-bloco-e-1352586,42000,"Sala de 528 m² para aluguel no Edifício Carlton Center, na Asa Norte, Brasília. Localização privilegiada, estrutura mode... 14/05/26",N/A,N/A,N/A,N/A,314 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1352586/abbfac289df6150c843ddea897aa3b78.webp,['https://img.dfimoveis.com.br/fotos/1352586/abbfac289df6150c843ddea897aa3b78.webp'],Grupo Carlton,2026-08-30T15:03:31.667102
6c21055256dc,dfimoveis_1369256,"QS 610, SAMAMBAIA NORTE, SAMAMBAIA",/imovel/galpo-0-quartos-aluguel-samambaia-norte-samambaia-df-qs-610-1369256,30000,"Galpão Comercial para Aluguel - Samambaia 

-QS 610 - Samambaia/DF 

-690 m² de terreno 
-550 m² no térreo 
-165 m² de m... 16/06/26",N/A,N/A,N/A,N/A,715 m²,Samambaia,https://img.dfimoveis.com.br/fotos/1369256/c596dec1fedb9f7949ba5b5e6eb3e390.webp,['https://img.dfimoveis.com.br/fotos/1369256/c596dec1fedb9f7949ba5b5e6eb3e390.webp'],Abritta Inteligência Imobiliária,2026-08-30T15:03:31.669590
428439abaa8e,dfimoveis_1192369,"Quadra M 33, SANTA RITA, PLANALTINA DE GOIAS",/imovel/loja-0-quartos-aluguel-santa-rita-planaltina-de-goias-go-quadra-m-33-1192369,3000,"LOJA PARA LOCAÇÃO EM PLANALTINA DE GOIÁS.
O lugar certo para o seu negócio está em Planaltina de Goiás, centro de conexã... 04/07/25",N/A,N/A,N/A,N/A,63 m²,Planaltina,https://img.dfimoveis.com.br/fotos/1192369/6270465591d04626f3d9c496c44fd8c2.webp,['https://img.dfimoveis.com.br/fotos/1192369/6270465591d04626f3d9c496c44fd8c2.webp'],KNI Inovação em Negócios,2026-08-30T15:03:31.672022
38c7386f4ca4,dfimoveis_1412012,"SHIS QI 3 Conjunto 1, LAGO SUL, BRASILIA",/imovel/casa-4-quartos-aluguel-lago-sul-brasilia-df-shis-qi-3-conjunto-1-1412012,25000,"Casa Ampla de excelente padrão para Aluguel - SHIS QI 03 Lago Sul

Excelente casa para locação no Lago Sul, situada em ó... 14/08/26",8 Quartos,6 Suítes,N/A,10 Vagas,1000 m²,Lago Sul,https://img.dfimoveis.com.br/fotos/1412012/e8b12629d14ec6ab6aa8bfeba5fcbdb5.webp,['https://img.dfimoveis.com.br/fotos/1412012/e8b12629d14ec6ab6aa8bfeba5fcbdb5.webp'],Lamia,2026-08-30T15:03:31.674775
80e12c75d592,dfimoveis_1244043,"SCS Quadra 5, ASA SUL, BRASILIA",/imovel/loja-0-quartos-aluguel-asa-sul-brasilia-df-scs-quadra-5-1244043,1250,"LOJA  Setor Comercial Sul– ED. AMAZONAS  – BRASÍLIA

Oportunidade no SCS: O Ponto Ideal para sua Tabacaria ou Gastrono... 14/10/25",N/A,N/A,N/A,N/A,30 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1244043/082bb213e8f9ca7fc522f64200c26228.webp,['https://img.dfimoveis.com.br/fotos/1244043/082bb213e8f9ca7fc522f64200c26228.webp'],Sarkis Imob,2026-08-30T15:03:31.680317
ecc1688fd2ff,dfimoveis_1374986,"SQN 116 Bloco F, ASA NORTE, BRASILIA",/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-116-bloco-f-1374986,5700,"Alugue sem Fiador, sem burocracia e pagando apenas 12,5%  
Do valor do aluguel mensal.  
Aprovação mediante a análise d... 28/06/26",2 Quartos,N/A,N/A,N/A,70 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1374986/00d094cf6a91ba2cfd28a31e9eec8342.webp,['https://img.dfimoveis.com.br/fotos/1374986/00d094cf6a91ba2cfd28a31e9eec8342.webp'],Acontece Imobiliária,2026-08-30T15:03:31.682800
c195d924997f,dfimoveis_1151997,"SCS Quadra 9, ASA SUL, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-sul-brasilia-df-scs-quadra-9-1151997,53827,"Aluga-se Loja Comercial no Setor Comercial Sul
Localização privilegiada no Setor Comercial Sul. Loja com 133,55 m², piso... 29/04/25",N/A,N/A,N/A,N/A,133 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1151997/958f52a5737c3bdb0af12d55375c7052.webp,['https://img.dfimoveis.com.br/fotos/1151997/958f52a5737c3bdb0af12d55375c7052.webp'],Alladyno imóveis,2026-08-30T15:03:31.685529
c6188b3e948c,dfimoveis_1207846,"Quadra 2, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",/imovel/galpo-0-quartos-aluguel-setor-de-industrias-bernardo-sayao-nucleo-bandeirante-df-quadra-2-1207846,48000,"Prédio Térreo no Núcleo Bandeirante.
Oportunidade imperdível no Setor de Indústrias Bernardo Sayão, Núcleo Bandeirante/D... 07/08/25",N/A,N/A,N/A,17 Vagas,1700 m²,Núcleo Bandeirante,https://img.dfimoveis.com.br/fotos/1207846/545d09c283c5248bf2fb155637913bb0.webp,['https://img.dfimoveis.com.br/fotos/1207846/545d09c283c5248bf2fb155637913bb0.webp'],Portto Imóveis,2026-08-30T15:03:31.687927
f98fac3fb390,dfimoveis_1369782,"QC 2, JARDINS MANGUEIRAL, BRASILIA",/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-2-1369782,2800,"Apartamento Reformado com Projeto de Iluminação e Armários Planejados na QC 02 dos Jardins Mangueiral por R$2.800,00 TAX... 17/06/26",2 Quartos,N/A,N/A,1 Vaga,48 m²,Jardins Mangueiral,https://img.dfimoveis.com.br/fotos/1369782/7e1bbe48435f2933f313838219336a57.webp,['https://img.dfimoveis.com.br/fotos/1369782/7e1bbe48435f2933f313838219336a57.webp'],Perazzo Imóveis,2026-08-30T15:03:31.690458
4fd9e8d915cf,dfimoveis_1299625,"SHN Quadra 4, ASA NORTE, BRASILIA",/imovel/hotel-flat-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-4-1299625,3900,"OPORTUNIDADE!

FLAT COM 2 BANHEIROS + GARAGEM. 

CONDIÇÕES LOCAÇÃO:

ALUGUEL = 3.900,00
CONDOMINIO = 1.500,00
IPTU = 185... 06/02/26",1 Quarto,1 Suíte,2,1 Vaga,48 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1299625/4262c100365fc6d0c302f3313fef777c.webp,['https://img.dfimoveis.com.br/fotos/1299625/4262c100365fc6d0c302f3313fef777c.webp'],Eduardo Linhares,2026-08-30T15:03:43.746945
54595dd884ce,dfimoveis_1416937,"SQN 115 Bloco C, ASA NORTE, BRASILIA",/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-115-bloco-c-1416937,6950,"Apartamento na SQN 115, com 122m² de área privativa, nascente e vazado, proporcionando excelente ventilação e iluminação... 23/08/26",3 Quartos,1 Suíte,N/A,1 Vaga,122 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1416937/13dfc138af0eba43853db00a64beeefb.webp,['https://img.dfimoveis.com.br/fotos/1416937/13dfc138af0eba43853db00a64beeefb.webp'],SOLARES IMOBILIARIA DIGITAL,2026-08-30T15:03:43.749320
