id_hex,id_imovel,titulo,url,preco,descricao,quartos,suites,banheiros,vagas,area,bairro,imagem,imagens,imobiliaria,data_extracao
ace4b662d811,dfimoveis_1416721,"Quadra 209, SUL, AGUAS CLARAS",/imovel/apartamento-3-quartos-aluguel-sul-aguas-claras-df-quadra-209-1416721,5800,"Fernandes & Coelho Imóveis aluga excelente apartamento de 111m² no Residencial Vívian Valois, na Quadra 209 de Águas Cla... 23/08/26",3 Quartos,1 Suíte,N/A,2 Vagas,111 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1416721/9d1b957c760a7bed576bb93aa25e7a7a.webp,['https://img.dfimoveis.com.br/fotos/1416721/9d1b957c760a7bed576bb93aa25e7a7a.webp'],Fernandes & Coelho Imóveis,2026-08-30T15:05:45.700668
626d8eac650a,dfimoveis_970664,"SCS Quadra 02 Bloco D Lote 81, ASA SUL, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-sul-brasilia-df-scs-quadra-02-bloco-d-lote-81-970664,1000,"Sala ampla – 64m2 – Ed. Oscar Niemeyer

Sala no Setor Comercial Sul, Edifício Oscar Niemeyer, com aproximadamente 64 m2,... 10/05/24",N/A,N/A,N/A,1 Vaga,63 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/970664/665ab6694cb4712084d18fb6f4596b3e.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/970664/665ab6694cb4712084d18fb6f4596b3e.jpg?format=webp'],Deborah Batista,2026-08-30T15:05:45.702759
e31ad9f3b176,dfimoveis_915761,"Rodovia BR 020, SOBRADINHO, SOBRADINHO",/imovel/galpo-0-quartos-aluguel-sobradinho-sobradinho-df-rodovia-br-020-915761,15000,"Locação de Galpão Industrial em Sobradinho - DF

Se você está em busca de um espaço industrial de alta qualidade e loca... 12/02/24",N/A,N/A,N/A,N/A,2800 m²,Sobradinho,https://img.dfimoveis.com.br/fotos/915761/e110b7014e353be4e1f1bdc7165f2424.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/915761/e110b7014e353be4e1f1bdc7165f2424.jpg?format=webp'],4D Imóveis,2026-08-30T15:05:45.704924
3ead4e4f134f,dfimoveis_1298974,"SCS Quadra 02 Bloco C Lote 92, ASA SUL, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-sul-brasilia-df-scs-quadra-02-bloco-c-lote-92-1298974,15000,"Se a sua empresa exige uma localização que transmita solidez e eficiência, esta sala no Setor Comercial Sul foi feita pa... 05/02/26",N/A,N/A,N/A,1 Vaga,575 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1298974/a9fdce176fa85f127cdfb1b36d3a3465.webp,['https://img.dfimoveis.com.br/fotos/1298974/a9fdce176fa85f127cdfb1b36d3a3465.webp'],Lídia Mara Fernandes Camargos,2026-08-30T15:05:45.707269
467fb4ba3f08,dfimoveis_1420420,"SQNW 311, NOROESTE, BRASILIA",/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-311-1420420,15950,"Lindo apartamento de 154 m2, alugado totalmente mobiliado e equipado, originalmente 4 quartos, atualmente transformado e... 29/08/26",3 Quartos,2 Suítes,N/A,3 Vagas,154 m²,Noroeste,https://img.dfimoveis.com.br/fotos/1420420/2b80178c4388c869506da1d0f7912759.webp,['https://img.dfimoveis.com.br/fotos/1420420/2b80178c4388c869506da1d0f7912759.webp'],Curadoria de Imóveis,2026-08-30T15:05:45.710028
75885e3b1f90,dfimoveis_1192207,"Rua 3 Chacará 47, VICENTE PIRES, VICENTE PIRES",/imovel/casa-3-quartos-aluguel-vicente-pires-vicente-pires-df-rua-3-chacara-47-1192207,11500,"Residência em Vicente Pires! Você busca a casa dos sonhos para morar com conforto e segurança
Agendar com Felipe 6198210... 04/07/25",3 Quartos,2 Suítes,N/A,4 Vagas,500 m²,Vicente Pires,https://img.dfimoveis.com.br/fotos/1192207/47771a62388d2c30b63e594cbbf4b785.webp,['https://img.dfimoveis.com.br/fotos/1192207/47771a62388d2c30b63e594cbbf4b785.webp'],Antônio Filho Imobiliária,2026-08-30T15:05:45.713215
d408910f12d2,dfimoveis_1376359,"QNG 28, TAGUATINGA NORTE, TAGUATINGA",/imovel/sala-0-quartos-aluguel-taguatinga-norte-taguatinga-df-qng-28-1376359,5800,"Excelente sala com 280m²  na QNG 28 ao lado do  TAGUACENTER

Ponto estratégico pra quem precisa de visibilidade + logíst... 01/07/26",N/A,N/A,N/A,N/A,280 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1376359/55e7d38e7b8cac7dc1f8c48240cc7536.webp,['https://img.dfimoveis.com.br/fotos/1376359/55e7d38e7b8cac7dc1f8c48240cc7536.webp'],Cristiano Marcelino,2026-08-30T15:05:45.715943
47b02edbcd81,dfimoveis_1064398,"SIA Trecho 3, SIA, SETOR INDUSTRIAL",/imovel/prdio-0-quartos-aluguel-sia-setor-industrial-df-sia-trecho-3-1064398,250000,"Prédio Comercial de Alto Padrão na Zona Industrial de Brasília-DF: 144 Vagas, 14.180,13m², Elevadore
Venha conhecer este... 25/10/24",N/A,N/A,N/A,144 Vagas,14180 m²,Setor Industrial,https://img.dfimoveis.com.br/fotos/1064398/350dfa0ef2930c49d16f46dbc2b9bce9.webp,['https://img.dfimoveis.com.br/fotos/1064398/350dfa0ef2930c49d16f46dbc2b9bce9.webp'],Rodrigo de Paulo Corretor de Imóveis,2026-08-30T15:05:45.719148
c93954f03b12,dfimoveis_1404998,"Rua 8 Chacará 113, VICENTE PIRES, VICENTE PIRES",/imovel/sala-0-quartos-aluguel-vicente-pires-vicente-pires-df-rua-8-chacara-113-1404998,1300,"Cleber Dantas ALUGA

Sala Comercial de 30 m² com Garagem Privativa na Rua 8 – Vicente Pires

Atenção: Oportunidade perfe... 30/07/26",N/A,N/A,N/A,1 Vaga,30 m²,Vicente Pires,https://img.dfimoveis.com.br/fotos/1404998/069c42ae766dd55538cea3265669876f.webp,['https://img.dfimoveis.com.br/fotos/1404998/069c42ae766dd55538cea3265669876f.webp'],Cleber Dantas,2026-08-30T15:05:45.722033
8337767364ee,dfimoveis_1408368,"SQS 106 Bloco F, ASA SUL, BRASILIA",/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-106-bloco-f-1408368,5500,"SQS 106 - Apartamento 1 Suíte na Asa Sul - DF

Imagine morar em um apartamento que combina funcionalidade, conforto e um... 07/08/26",1 Quarto,1 Suíte,N/A,N/A,84 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1408368/1eee1666c34ee2c72d6c6773c98f27b1.webp,['https://img.dfimoveis.com.br/fotos/1408368/1eee1666c34ee2c72d6c6773c98f27b1.webp'],Coemi Imóveis ,2026-08-30T15:05:45.724634
bb7ad3bb53e5,dfimoveis_1312809,"Condomínio Santa Felicidade, JARDIM BOTANICO, BRASILIA",/imovel/casa-3-quartos-aluguel-jardim-botanico-brasilia-df-condominio-santa-felicidade-1312809,7000,"NEVES TEIXEIRA IMÓVEIS ALUGA: 

Excepcional casa, alto padrão, nascente, com projeto arquitetônico e iluminação, piso em... 03/03/26",3 Quartos,1 Suíte,N/A,2 Vagas,165 m²,Jardim Botânico,https://img.dfimoveis.com.br/fotos/1312809/ac5b0b8b682b085b3f50ba35f81571a3.webp,['https://img.dfimoveis.com.br/fotos/1312809/ac5b0b8b682b085b3f50ba35f81571a3.webp'],Neves Teixeira Imóveis,2026-08-30T15:05:45.727212
ecf0f0e4e355,dfimoveis_1410619,"QRSW 8 Bloco B 2, SUDOESTE, BRASILIA",/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-8-bloco-b-2-1410619,3300,"**** EXCELENTE OPORTUNIDADE DE LOCAÇÃO ***

Este apartamento é a escolha perfeita para quem valoriza conveniência e uma ... 12/08/26",2 Quartos,N/A,N/A,N/A,61 m²,Sudoeste,https://img.dfimoveis.com.br/fotos/1410619/17a87f26679f2922acddecfee8dd1253.webp,['https://img.dfimoveis.com.br/fotos/1410619/17a87f26679f2922acddecfee8dd1253.webp'],INTTER,2026-08-30T15:05:45.729313
cd47f7236883,dfimoveis_298300,"Rua 3, NORTE, AGUAS CLARAS",/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-3-298300,1950,"Apartamento no Villa Grécia, localizado na Rua 3, NORTE, Aguas Claras, DF. 
Situado no último andar, oferece conforto, p... 24/03/21",1 Quarto,N/A,N/A,1 Vaga,30 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/298300/cebc5588f000590d2d4fbeae86f909d9.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/298300/cebc5588f000590d2d4fbeae86f909d9.jpg?format=webp'],Francisco Higo,2026-08-30T15:05:45.732408
ccd8e2dc6fd8,dfimoveis_1361041,"ADE Conjunto 13, ADE, AGUAS CLARAS",/imovel/kitnet-1-quarto-aluguel-ade-aguas-claras-df-ade-conjunto-13-1361041,800,"A Realiza Imóveis apresenta: Uma excelente kitnet, ideal para quem busca praticidade, conforto e um ótimo custo-benefíci... 30/05/26",1 Quarto,N/A,N/A,N/A,35 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1361041/ff994f4f525c870a05e32b4fd762b365.webp,['https://img.dfimoveis.com.br/fotos/1361041/ff994f4f525c870a05e32b4fd762b365.webp'],Realiza Imóveis ,2026-08-30T15:05:45.735217
285b387346fa,dfimoveis_1377364,"SQS 107 Bloco G, ASA SUL, BRASILIA",/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-107-bloco-g-1377364,6000,"Se você busca conforto, praticidade e uma localização privilegiada na Asa Sul, Brasília, este apartamento no SQS 107 Blo... 03/07/26",2 Quartos,N/A,N/A,N/A,95 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1377364/dc048e6a93f1ededac273694e45be9a9.webp,['https://img.dfimoveis.com.br/fotos/1377364/dc048e6a93f1ededac273694e45be9a9.webp'],Cavalcante Imóveis,2026-08-30T15:05:45.737620
d1ee5d039e16,dfimoveis_1367291,"CA 10, LAGO NORTE, BRASILIA",/imovel/loja-0-quartos-aluguel-lago-norte-brasilia-df-ca-10-1367291,4700,"A FUTURA NEGÓCIOS IMOBILIÁRIOS disponibiliza para LOCAÇÃO:

 Loja Comercial no CA 10  Lago Norte

Excelente oportunidade... 11/06/26",N/A,N/A,N/A,N/A,70 m²,Lago Norte,https://img.dfimoveis.com.br/fotos/1367291/80d2b21a3285e505b193ef9390b7826b.webp,['https://img.dfimoveis.com.br/fotos/1367291/80d2b21a3285e505b193ef9390b7826b.webp'],Futura Negócios Imobiliários,2026-08-30T15:05:45.739588
6ea63b29e019,dfimoveis_796388,"QE 36 Conjunto B, GUARA II, GUARA",/imovel/casa-4-quartos-aluguel-guara-ii-guara-df-qe-36-conjunto-b-796388,10000,"TRG Imobiliária  ALUGA ! 

Casa de esquina, moderna e com altíssimo nível de acabamentos, localizada na QE 36, Guará II ... 05/07/23",4 Quartos,4 Suítes,N/A,3 Vagas,240 m²,Guará,https://img.dfimoveis.com.br/fotos/796388/924789d15b029f31c3c8818fcd552bbd.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/796388/924789d15b029f31c3c8818fcd552bbd.jpg?format=webp'],TRG imobiliária ,2026-08-30T15:05:45.741707
abb87eada6df,dfimoveis_1321627,"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",/imovel/sala-0-quartos-aluguel-asa-norte-brasilia-df-scn-quadra-05-bloco-a-1321627,37000,"Belíssima Sala Comercial reformada e mobiliada situada no 1º pavimento, com ampla recepção, 2 duas salas de reuniões, 4 ... 19/03/26",N/A,N/A,N/A,5 Vagas,384 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1321627/3d074591faec0964b218fba57eb2a3c3.webp,['https://img.dfimoveis.com.br/fotos/1321627/3d074591faec0964b218fba57eb2a3c3.webp'],Realiza Corretora de Seguros e Imóveis,2026-08-30T15:05:45.743719
5cf4a151f4e8,dfimoveis_1414874,"Quadra 203, SUL, AGUAS CLARAS",/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-quadra-203-1414874,3000,"APARTAMENTO 2 QUARTOS - 1 Suíte

Excelente Planta
Varanda
67m
1 Suíte
Todo com armários
Perpendicular - wc ventilação na... 19/08/26",2 Quartos,1 Suíte,N/A,1 Vaga,66 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1414874/12f38f23d1b5067f0bdb00bcb8d51cc1.webp,['https://img.dfimoveis.com.br/fotos/1414874/12f38f23d1b5067f0bdb00bcb8d51cc1.webp'],Gesa Carvalho,2026-08-30T15:05:45.746185
bce469988ca1,dfimoveis_1376943,"SHIS QI 7 Conjunto 3, LAGO SUL, BRASILIA",/imovel/casa-4-quartos-aluguel-lago-sul-brasilia-df-shis-qi-7-conjunto-3-1376943,22000,"IMÓVEL CORPORATIVO | LAGO SUL | ALTO POTENCIAL PARA SEDE EMPRESARIAL OU INSTITUCIONAL

Oportunidade para instalação de s... 02/07/26",5 Quartos,5 Suítes,N/A,15 Vagas,800 m²,Lago Sul,https://img.dfimoveis.com.br/fotos/1376943/7aa9056d852bedb5746f2b2cf67df389.webp,['https://img.dfimoveis.com.br/fotos/1376943/7aa9056d852bedb5746f2b2cf67df389.webp'],Nicolle Menali,2026-08-30T15:05:45.748937
225ca0960c4d,dfimoveis_1350843,"SQN 203 Bloco K, ASA NORTE, BRASILIA",/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-203-bloco-k-1350843,8000,"TH35159 - Sqn 203 Asa Norte, Apartamento 03 quartos, 134m². Agende sua visita!  

Imóvel composto por área de serviço, b... 12/05/26",3 Quartos,2 Suítes,N/A,1 Vaga,134 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1350843/95d687379654767d50b81616c50f2ef3.webp,['https://img.dfimoveis.com.br/fotos/1350843/95d687379654767d50b81616c50f2ef3.webp'],Thaís Imobiliária,2026-08-30T15:05:45.751318
ea37beae398c,dfimoveis_1400674,"QI 8, SETOR INDUSTRIAL, TAGUATINGA",/imovel/lote-terreno-rea-0-quartos-aluguel-setor-industrial-taguatinga-df-qi-8-1400674,12000,"Dois terrenos contíguos para locação no Setor Industrial de Taguatinga Norte | 700M2

Um endereço estratégico para ampli... 21/07/26",N/A,N/A,N/A,N/A,700 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1400674/c9c8db450c72fff16a16cdc6647c3ba0.webp,['https://img.dfimoveis.com.br/fotos/1400674/c9c8db450c72fff16a16cdc6647c3ba0.webp'],Regina Kanashiro Negócios Imobiliários,2026-08-30T15:05:45.753409
b5c344db2fc5,dfimoveis_1351410,"QNM 19 Conjunto B, CEILANDIA SUL, CEILANDIA",/imovel/loja-0-quartos-aluguel-ceilandia-sul-ceilandia-df-qnm-19-conjunto-b-1351410,9000,"LOJA COMERCIAL DE ESQUINA  250M²

Excelente oportunidade para instalar seu negócio em uma região de grande movimento!

I... 13/05/26",N/A,N/A,N/A,N/A,250 m²,Ceilândia,https://img.dfimoveis.com.br/fotos/1351410/3c182aaa7eed54eb43709b534d97b062.webp,['https://img.dfimoveis.com.br/fotos/1351410/3c182aaa7eed54eb43709b534d97b062.webp'],Nogueira Imóveis,2026-08-30T15:05:45.755369
18e252c67d9b,dfimoveis_1382901,"SHIGS 709 Bloco R, ASA SUL, BRASILIA",/imovel/casa-1-quarto-aluguel-asa-sul-brasilia-df-shigs-709-bloco-r-1382901,3200,"SHIGS 709 - Kitnet em Casa Térrea com 1 quarto e Garagem - Asa Sul - DF

Descubra o charme e a praticidade desta casa na... 10/07/26",1 Quarto,N/A,N/A,1 Vaga,33 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1382901/f4330a56f8c89f91a699c17421aa09cf.webp,['https://img.dfimoveis.com.br/fotos/1382901/f4330a56f8c89f91a699c17421aa09cf.webp'],Coemi Imóveis ,2026-08-30T15:05:45.757433
7eada475ca07,dfimoveis_1406917,"SQNW 311 Bloco E, NOROESTE, BRASILIA",/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-e-1406917,4500,"Localização: SQNW 311, Bloco E, Aparelho 415, Residencial Atrium D'argent, Noroeste, Brasília - DF

?? Descrição do Imóv... 04/08/26",1 Quarto,1 Suíte,N/A,1 Vaga,35 m²,Noroeste,https://img.dfimoveis.com.br/fotos/1406917/ae44ef632c4a90873e5ae16ff9328902.webp,['https://img.dfimoveis.com.br/fotos/1406917/ae44ef632c4a90873e5ae16ff9328902.webp'],Avanti Imob,2026-08-30T15:05:45.759546
bdf2394b4dc2,dfimoveis_1112764,"SQSW 304 Bloco I, SUDOESTE, BRASILIA",/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-304-bloco-i-1112764,5500,"ALUGO EXCELENTE APARTAMENTO
3 QUARTOS SENDO 1 SUITE COM ARMÁRIOS
SALA AMPLA PARA 2 AMBIENTES
BANHEIRO SOCIAL
COZINHA COM... 13/02/25",3 Quartos,1 Suíte,N/A,1 Vaga,86 m²,Sudoeste,https://img.dfimoveis.com.br/fotos/1112764/04952f7d285cc7d17595c4d2b7d545d0.webp,['https://img.dfimoveis.com.br/fotos/1112764/04952f7d285cc7d17595c4d2b7d545d0.webp'],DC Imob On-line,2026-08-30T15:05:45.762010
04c7b1a153eb,dfimoveis_48616,"SQN 402 BLOCO P, ASA NORTE, BRASILIA",/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-402-bloco-p-48616,3800,"Excelente apartamento composto por sala, 02 quartos com armários, 01 banheiro social com box de blindex, cozinha com arm... 14/11/17",2 Quartos,N/A,1,N/A,57 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/48616/34fe57d4c5c1cad0b94e844257823a22.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/48616/34fe57d4c5c1cad0b94e844257823a22.jpg?format=webp'],Êxito Netimóveis,2026-08-30T15:05:45.764143
8a7a9d43ced9,dfimoveis_230817,"SHCES Quadra 805 Bloco A, NOVO, CRUZEIRO",/imovel/apartamento-3-quartos-aluguel-novo-cruzeiro-df-shces-quadra-805-bloco-a-230817,3490,"Endereço: SHCES 805 BLOCO A AP. 105
Disponivel a partir do dia 24/08/26
ABC Imóveis aluga belíssimo apartamento situado ... 27/07/25",3 Quartos,N/A,N/A,N/A,70 m²,Cruzeiro,https://img.dfimoveis.com.br/fotos/230817/0adbfe25637c056c79853f3d47d7400b.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/230817/0adbfe25637c056c79853f3d47d7400b.jpg?format=webp'],ABC Imoveis,2026-08-30T15:05:45.770206
68f97fb62940,dfimoveis_1169713,"SAAN Quadra 3, SAAN, SETOR INDUSTRIAL",/imovel/loja-0-quartos-aluguel-saan-setor-industrial-df-saan-quadra-3-1169713,12500,"Granville Negócios Imobiliários Vende / aluga:

Subsolo no SAAN!!!

Valor do aluguel sem desconto de pontualidade: R$ 13... 24/05/25",N/A,N/A,N/A,N/A,690 m²,Setor Industrial,https://img.dfimoveis.com.br/fotos/1169713/f68aeb2d767d08783f0a2ba0c1b68018.webp,['https://img.dfimoveis.com.br/fotos/1169713/f68aeb2d767d08783f0a2ba0c1b68018.webp'],Granville Negócios Imobiliários,2026-08-30T15:05:45.772391
c977a9eeffa5,dfimoveis_1256814,"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",/imovel/loja-0-quartos-aluguel-taguatinga-centro-taguatinga-df-quadra-c-12-1256814,1500,"Loja | 50m² | Taguatinga

Loja comercial com 50 m², em ótima localização, próxima à Coca-Cola e à Universidade Católica,... 06/11/25",N/A,N/A,N/A,N/A,50 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1256814/177098af3475e7198a1e3537d0b4ee4c.webp,['https://img.dfimoveis.com.br/fotos/1256814/177098af3475e7198a1e3537d0b4ee4c.webp'],LC Junqueira,2026-08-30T15:05:57.909412
cf3f8b399fc8,dfimoveis_1347370,"Condomínio Residencial Monaco, JARDIM BOTANICO, BRASILIA",/imovel/casa-4-quartos-aluguel-jardim-botanico-brasilia-df-condominio-residencial-monaco-1347370,6000,"Condomínio Mônaco - Casa com 6 quartos sendo 4 suítes - Jardim Botânico -DF

Imagine viver em uma casa que combina charm... 05/05/26",6 Quartos,4 Suítes,N/A,N/A,350 m²,Jardim Botânico,https://img.dfimoveis.com.br/fotos/1347370/c66ab23b38895cc58820eb535b4e42ba.webp,['https://img.dfimoveis.com.br/fotos/1347370/c66ab23b38895cc58820eb535b4e42ba.webp'],Coemi Imóveis ,2026-08-30T15:05:57.911666
ab21c71111c1,dfimoveis_1369233,"SCLRN 703 Bloco A, ASA NORTE, BRASILIA",/imovel/loja-0-quartos-aluguel-asa-norte-brasilia-df-sclrn-703-bloco-a-1369233,4000,"SCRLN 703  ASA NORTE 

Loja com aproximadamente 90 m², dividida entre térreo e subsolo. Conta com banheiro social e um e... 16/06/26",N/A,N/A,N/A,N/A,90 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1369233/e7efe496d5da3f70a5e9f75ef7d66881.webp,['https://img.dfimoveis.com.br/fotos/1369233/e7efe496d5da3f70a5e9f75ef7d66881.webp'],Dominus Inteligência Imobiliária,2026-08-30T15:05:57.913573
3ff58b79d6e6,dfimoveis_1408315,"QE 19 Conjunto M, GUARA II, GUARA",/imovel/casa-3-quartos-aluguel-guara-ii-guara-df-qe-19-conjunto-m-1408315,5000,"Casa térrea  ideal para quem busca conforto, praticidade com espaços bem aproveitados.

 03 quartos (sendo 01 suíte e 01... 07/08/26",3 Quartos,2 Suítes,N/A,3 Vagas,132 m²,Guará,https://img.dfimoveis.com.br/fotos/1408315/2db931cf71b033e4d6c3d45a916a57d9.webp,['https://img.dfimoveis.com.br/fotos/1408315/2db931cf71b033e4d6c3d45a916a57d9.webp'],Alpha Brasilia Administradora de Imóveis,2026-08-30T15:05:57.917893
f191d2257c6d,dfimoveis_1407006,"CSG 3, TAGUATINGA SUL, TAGUATINGA",/imovel/apartamento-1-quarto-aluguel-taguatinga-sul-taguatinga-df-csg-3-1407006,2600,"TH28922 - Csg 03 Taguatinga - Res.  Tagua Life Center, Apartamento 01 quarto, 50m². Agende sua visita!  


Imóvel compos... 05/08/26",1 Quarto,N/A,N/A,N/A,50 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1407006/6a9e7312eb82d5272037c6302ad13820.webp,['https://img.dfimoveis.com.br/fotos/1407006/6a9e7312eb82d5272037c6302ad13820.webp'],Thaís Imobiliária,2026-08-30T15:05:57.920408
62e14c40e30c,dfimoveis_1347930,"CLNW 4/5, NOROESTE, BRASILIA",/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-clnw-4-5-1347930,5500,"CLNW 4/5 - Apartamento 2 quartos sendo 1 semi-suíte no Link Noroeste - Noroeste - DF 

Imagine viver em um apartamento q... 06/05/26",2 Quartos,N/A,N/A,1 Vaga,53 m²,Noroeste,https://img.dfimoveis.com.br/fotos/1347930/daabeea5802db93e3638adf8c1cee3cb.webp,['https://img.dfimoveis.com.br/fotos/1347930/daabeea5802db93e3638adf8c1cee3cb.webp'],Coemi Imóveis ,2026-08-30T15:05:57.923243
cc8a1131d33f,dfimoveis_1399920,"SGCV Lote 27, PARK SUL, BRASILIA",/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-27-1399920,7200,"Oportunidade de aluguel, apartamento de 2 suítes,  lavabo, andar alto, nascente com 1 vaga de garagem. 


CONDOMÍNIO
Com... 20/07/26",2 Quartos,2 Suítes,N/A,1 Vaga,70 m²,Park Sul,https://img.dfimoveis.com.br/fotos/1399920/0e2ae16d3254ca1e00cf39704be238b0.webp,['https://img.dfimoveis.com.br/fotos/1399920/0e2ae16d3254ca1e00cf39704be238b0.webp'],Agiliza Imóveis,2026-08-30T15:05:57.926121
874dc04f7568,dfimoveis_247138,"SIAQuadra 4 C, SIA, SETOR INDUSTRIAL",/imovel/sala-0-quartos-aluguel-sia-setor-industrial-df-siaquadra-4-c-247138,3800,"Cobertura de 232 M², prédio com portaria 24hs, com elevador, ótimo estacionamento externo.   24/09/20",N/A,N/A,N/A,N/A,232 m²,Setor Industrial,https://img.dfimoveis.com.br/fotos/247138/433ba5ee79671b3cccc54bdead78e6ec.jpg?format=webp,['https://img.dfimoveis.com.br/fotos/247138/433ba5ee79671b3cccc54bdead78e6ec.jpg?format=webp'],Riacho Doce,2026-08-30T15:05:57.928144
b9c816b90beb,dfimoveis_1404985,"Quadra 209, SUL, AGUAS CLARAS",/imovel/apartamento-3-quartos-aluguel-sul-aguas-claras-df-quadra-209-1404985,5500,"Quadra 209 - Residencial Mirante do Bosque 

ALUGUEL 

* 91,00 m2
* 03 quartos (2 suítes)
* 18 andar 
* Nascente 
* 02 v... 30/07/26",3 Quartos,2 Suítes,N/A,2 Vagas,91 m²,Águas Claras,https://img.dfimoveis.com.br/fotos/1404985/3fda0d6cb6828f289e4354c5e5287574.webp,['https://img.dfimoveis.com.br/fotos/1404985/3fda0d6cb6828f289e4354c5e5287574.webp'],Cristiano Marcelino,2026-08-30T15:05:57.930188
98398b41f019,dfimoveis_1400704,"Quadra 2 Conjunto 3, VICENTE PIRES, VICENTE PIRES",/imovel/casa-4-quartos-aluguel-vicente-pires-vicente-pires-df-quadra-2-conjunto-3-1400704,8400,"TH35614 - Shvp Trecho 01 Vicente Pires - Res. Lírios do Cerrado, Casa em Condomínio 05 quartos, 380m². Agende sua visita... 21/07/26",5 Quartos,2 Suítes,N/A,5 Vagas,379 m²,Vicente Pires,https://img.dfimoveis.com.br/fotos/1400704/0ac4ea16a0cd4c9bb7ffa8313abb96d6.webp,['https://img.dfimoveis.com.br/fotos/1400704/0ac4ea16a0cd4c9bb7ffa8313abb96d6.webp'],Thaís Imobiliária,2026-08-30T15:05:57.932794
d38ce609c4d3,dfimoveis_1339299,"QI 23, SETOR INDUSTRIAL, TAGUATINGA",/imovel/loja-0-quartos-aluguel-setor-industrial-taguatinga-df-qi-23-1339299,4500,"QI 23 - Loja / Conveniência no Posto Top - Taguatinga - DF

Imagine abrir o seu negócio em uma loja que combina praticid... 21/04/26",N/A,N/A,N/A,N/A,50 m²,Taguatinga,https://img.dfimoveis.com.br/fotos/1339299/f2e54083e7567868f5ec6295e0ea612d.webp,['https://img.dfimoveis.com.br/fotos/1339299/f2e54083e7567868f5ec6295e0ea612d.webp'],Coemi Imóveis ,2026-08-30T15:05:57.935101
d1aa454722fd,dfimoveis_1418226,"SQN 213 Bloco H, ASA NORTE, BRASILIA",/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-213-bloco-h-1418226,10000,"APARTAMENTO DE ALTO PADRÃO PARA ALUGUEL 155 m²

Excelente apartamento de canto, nascente e com vista livre, localizado ... 25/08/26",4 Quartos,2 Suítes,N/A,1 Vaga,155 m²,Asa Norte,https://img.dfimoveis.com.br/fotos/1418226/11de416c5afd9b5199ced38fd47556a4.webp,['https://img.dfimoveis.com.br/fotos/1418226/11de416c5afd9b5199ced38fd47556a4.webp'],SIMONE LOPES,2026-08-30T15:05:57.937474
4212a4599bfa,dfimoveis_1363881,"SQS 215, ASA SUL, BRASILIA",/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-215-1363881,5000,"Localizado em uma quadra extremamente agradável e tranquila, este iluminado e reformado apartamento de 76 m2, andar alto... 04/06/26",2 Quartos,N/A,N/A,N/A,76 m²,Asa Sul,https://img.dfimoveis.com.br/fotos/1363881/398df1481d5c8bd3193ebca89519ec8e.webp,['https://img.dfimoveis.com.br/fotos/1363881/398df1481d5c8bd3193ebca89519ec8e.webp'],Curadoria de Imóveis,2026-08-30T15:05:57.939838
